fen,phase,eco
rnbqkb1r/pp2pppp/2p2n2/3p2B1/3P4/2N5/PPP1PPPP/R2QKBNR w KQkq - 0 4,opening,D01
8/ppr3R1/5k2/5B2/2n5/P3P3/1P2KP2/6R1 b - - 0 33,middlegame,
r1b1k2r/ppppqppp/2n1pn2/8/1bPP4/1QN1P3/PP3PPP/R1B1KBNR w KQkq - 1 6,opening,E22
1n3rk1/rp3ppp/pN1p2q1/2p1p3/2P5/4Pb2/PP1K1P1P/R2Q1R2 w - - 0 16,middlegame,
rnb1k1nr/ppp2ppp/8/8/1Bp5/8/PP2qPPP/RN2KB1R w KQkq - 0 9,middlegame,
rnbqkb1r/ppp2ppp/5n2/3p4/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 5,opening,C01
r1bqkb1r/1pp2ppp/p1np1n2/4p3/B3P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 0 6,opening,C77
7k/p5rp/1p6/3P4/2P4Q/8/P6P/3RR2K b - - 0 32,middlegame,
5rk1/2rq1pb1/pp2pn1p/3p4/P1nN1p2/N3B1P1/4Q1BP/R4RK1 w - - 0 24,middlegame,
5k2/p2bp1b1/1p4p1/4n2p/3Np3/4B1QP/q1P3P1/1R5K w - - 0 24,middlegame,
8/1p1kp3/p1bp2pp/4b3/8/2P1r2P/PP4K1/R1B5 w - - 0 36,middlegame,
r1bqkbnr/pp1p1ppp/2n1p3/2p5/2P5/6P1/PP1PPPBP/RNBQK1NR w KQkq - 0 4,opening,A30
1q2k3/p1Q1n1br/1p6/5b2/1PP2Bp1/PN6/4PPB1/3R1RK1 b - - 0 22,middlegame,
3r1rk1/p3R3/1p1q3p/8/2P2PP1/8/PP2Q1P1/5RK1 b - - 0 27,middlegame,
3r1r1k/6pp/p1R1B3/1p4q1/3N1R2/P3P3/1P1Q2PP/6K1 w - - 1 26,middlegame,
r1bqkb1r/pppp1ppp/2n5/4p3/2B5/2nP1N2/PPP2PPP/R1BQK2R w KQkq - 0 6,opening,C46
8/p4p1p/P5p1/6P1/1K2k2P/1p6/8/2q5 b - - 1 53,middlegame,
rn1qkb1r/ppp2ppp/4pn2/3p4/3P2b1/4PN2/PPPN1PPP/R1BQKB1R w KQkq - 0 5,opening,D04
4n2k/pp6/3p1P1Q/8/4pP2/7B/PPP4P/2K5 b - - 0 36,middlegame,
8/p4rpk/1p4np/2p2p2/8/P4P1P/1P2qNP1/5K2 w - - 0 42,middlegame,
2kr1b1r/ppp4p/3p1B2/8/4P1P1/1BN2QP1/PPP2KPq/R7 b - - 0 17,middlegame,
rnbqk2r/pp1pppbp/5np1/8/3p1B2/4PN1P/PPP2PP1/RN1QKB1R w KQkq - 0 6,opening,A48
rnbqkb1r/pppppp1p/5np1/8/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq - 0 3,opening,A05
r5k1/pp3nbp/5pp1/8/2B2pP1/2P3KP/PP1r4/4R3 w - - 0 24,middlegame,
2Q2b2/1p3pkp/6p1/1p2p1n1/1q6/4PP2/5KPP/3R4 w - - 2 26,middlegame,
8/6pk/5p1p/4n3/6P1/6KP/1r6/8 b - - 1 45,endgame,
r1bqk2r/pppp1ppp/2n2n2/2b5/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 1 6,opening,C47
rnbqk2r/pppp1ppp/4pn2/8/1bP5/2N3P1/PP1PPP1P/R1BQKBNR w KQkq - 1 4,opening,A17
r5k1/3b1ppp/2p5/3p3P/P1nr4/5Q2/5PP1/R5K1 w - - 0 31,middlegame,
r1bqkbnr/1p1p1ppp/p1n1p3/8/4P3/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 6,opening,C00
5rk1/1R5p/4p3/3n2P1/p4PN1/P5P1/1P1r1P2/4R1K1 b - - 2 36,middlegame,
r7/ppp2kbp/3p2p1/1N1P4/2n2p2/8/PP2RPKP/8 b - - 1 24,middlegame,
3r1rk1/R4pbp/2q3p1/8/3B2n1/2NQ1NP1/P1P2P1P/3R2K1 b - - 2 21,middlegame,
8/5k1p/5bp1/8/r2p2P1/P1pK3P/5n2/2B5 w - - 0 45,middlegame,
k4r2/pr4R1/7p/3R4/8/qP2P2P/2Q2P2/1K2B3 b - - 0 31,middlegame,
8/1p6/2p3k1/3pp3/6K1/1PbN4/n1P5/8 w - - 0 44,middlegame,
rnbqkb1r/pp2pppp/2p2n2/3p4/3P4/5NP1/PPP1PP1P/RNBQKB1R w KQkq - 0 4,opening,D02
1r1q1bkr/2p3pp/3p4/Q7/5B2/2N5/PPP2PPP/3R1RK1 b - - 0 24,middlegame,
8/8/6k1/4Bp2/2p2Pp1/4P1K1/2b5/8 w - - 0 40,endgame,
8/8/p3p3/3q1k1p/2NP1Pp1/2P3P1/P7/4RRK1 b - - 0 35,middlegame,
4rk1r/Q3b1p1/1pNpPnqp/3P4/1Pn1PBb1/2N3P1/P1P4P/R4RK1 b - - 2 20,middlegame,
2nk4/7R/p1p1N2p/2PpP1p1/6P1/P3B3/2P4P/6K1 b - - 0 29,middlegame,
5r2/1b1p3k/1p4p1/pP1Bp3/P7/2PP3P/5PP1/R4RK1 b - - 0 28,middlegame,
r2qkbnr/ppp2ppp/2n1b3/3Q4/2P5/2N5/PP2PPPP/R1B1KBNR w KQkq - 1 6,opening,D08
r1bqkbnr/ppp2ppp/2n5/3pN3/5P2/8/PPPPP1PP/RNBQKB1R w KQkq - 1 4,opening,A03
rnbqk1nr/pp3ppp/8/2bp4/8/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 6,opening,C00
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 1 4,opening,D44
rn1qkb1r/pbpppppp/1p6/3nP3/8/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 1 5,opening,B00
rn1qk1nr/pbppppbp/1p4p1/8/3PP3/8/PPP1NPPP/R1BQKBNR w KQkq - 2 5,opening,B06
r1bqkbnr/pppp2pp/2n5/4p3/4P3/5N2/PPPP2PP/RNBQKB1R w KQkq - 0 5,opening,C30
rnbqkb1r/pp4pp/2p1pn2/3p1p2/2PP4/2N1PN2/PP3PPP/R1BQKB1R w KQkq - 2 6,opening,D02
rnbqkb1r/pp2nppp/4p3/2pp4/3PP3/2P5/PP1N1PPP/R1BQKBNR w KQkq - 0 5,opening,C03
r1bq1rk1/pppp1ppp/8/8/Q1n1n3/2P2N2/P4PPP/R1BR2K1 w - - 0 12,middlegame,
3r2k1/p4r2/1p1qR2p/8/2P2PP1/8/PP2Q1P1/5RK1 b - - 2 28,middlegame,
5k2/p6p/1p2p3/5p2/8/PP3P1P/5PPK/8 w - - 0 30,endgame,
r3kb1r/ppp2p1p/5p2/5b2/5q2/2P1nP2/PP2QKPP/R6R b kq - 1 16,middlegame,
rn1qkbnr/pp2pppp/2p5/8/3pP3/2N2Q1P/PPPP1PP1/R1B1KB1R w KQkq - 0 6,opening,B11
r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/3P1N2/PPP2PPP/RNBQKB1R w KQkq - 2 4,opening,B02
rnbqkb1r/ppp2ppp/5n2/3P4/8/8/PP1P1PPP/RNBQKBNR w KQkq - 1 5,opening,C00
r1bq1rk1/ppppbppp/2n2n2/4p3/2B1P3/2NP1N2/PPP2PPP/R1BQK2R w KQ - 3 6,opening,C55
8/5pp1/4pk2/p2p3p/5PK1/r4P2/P7/R7 w - - 0 33,middlegame,
4k3/N7/P2P4/3Pp3/1K2Pp1p/5P2/2r4P/8 w - - 1 51,middlegame,
2r3k1/1p3pbp/3Bp1p1/p1Pp4/b7/1n1R2P1/5PBP/1R4K1 b - - 1 31,middlegame,
rnbqk2r/ppp1ppbp/3p1np1/8/3PP3/2N1B3/PPP2PPP/R2QKBNR w KQkq - 2 5,opening,B07
6k1/2p2p2/rp5p/p2rpP2/P7/3p2P1/7P/2RR2K1 b - - 1 29,middlegame,
r4r2/1qk1b3/2N1Q2p/p1Pn3P/1p1P4/8/PP3PP1/2KR3R w - - 1 25,middlegame,
5rkb/4Rp1p/p1p3p1/B1Q1P3/6Pq/1B6/PPP4P/4R1K1 b - - 0 31,middlegame,
r6r/1p2k1p1/1np1PP2/p3R2p/7P/2N2P1B/PPP5/2KR4 b - - 0 22,middlegame,
r7/5k1p/5p2/p2Qp3/8/6P1/PP3P1P/R4RK1 b - - 0 23,middlegame,
1b6/4k3/2K1P3/pP6/2B4p/1P5P/2P5/8 b - - 0 44,endgame,
8/8/8/KP5p/3R3P/8/5k2/1r6 w - - 0 50,endgame,
r1bqk1nr/pppp1ppp/8/2b1n3/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 3 6,opening,C45
rnbqk2r/pp3ppp/2pbpn2/3p4/3P4/5NP1/PPP1PPBP/RNBQ1RK1 w kq - 0 6,opening,D02
4r3/5pkp/2p1q2p/3n4/p2P4/Pp3R1P/1P3Q2/5K2 w - - 0 39,middlegame,
r1bqkbnr/pp1n1ppp/2p1p3/3p4/3PP3/2N2P2/PPP3PP/R1BQKBNR w KQkq - 0 5,opening,B12
3R4/5pkp/1B4p1/4P3/5PP1/5r1P/Pp6/1K2R3 b - - 0 34,middlegame,
6k1/1p4pp/p1b1p3/3pP3/1P1b2P1/P5rP/4B3/4K3 w - - 0 39,middlegame,
8/3n1k2/3P4/5p2/1B6/6K1/8/8 w - - 0 51,endgame,
r4r1k/pp3ppp/2b5/3p1Q2/4p3/1P4R1/P3BPPP/2q3K1 w - - 0 25,middlegame,
6k1/2n2rbp/3R2p1/Qp6/2p3P1/P6K/7B/5rNq w - - 0 40,middlegame,
3R3k/1p2q1bp/p5p1/P7/4p1P1/1QP1BB2/1P3P1P/6K1 b - - 0 30,middlegame,
rnb2rk1/ppp3p1/8/3Pp2p/2P1P3/4P1PP/PP2B3/R2QK1NR b KQ - 0 14,middlegame,
8/5kp1/4p3/5p1p/3B1P1P/6P1/6K1/8 w - - 1 47,endgame,
8/1p2kpp1/7p/8/8/6P1/N4P1P/5K2 w - - 1 37,endgame,
rnbqkbnr/ppp2p1p/3pp1p1/8/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 0 4,opening,B07
8/8/1p6/pNk2K2/P1p1Pp2/2P2PbP/1P4P1/8 b - - 2 57,middlegame,
3k4/8/3Np3/4P2p/R7/P7/1P5P/3b2K1 b - - 2 37,middlegame,
1k1rq3/2r1bpQ1/4p3/3N4/1p4P1/1P2BP2/1P5P/1KR4R b - - 0 27,middlegame,
8/8/2k3p1/5pPp/3Kp3/7P/5P2/8 w - - 0 48,endgame,
rnbqk1nr/ppppppbp/6p1/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 1 3,opening,B27
r1bqkbnr/pppp1ppp/2n5/8/4Pp2/5N2/PPPP2PP/RNBQKB1R w KQkq - 0 4,opening,C34
3r3k/p3q1pp/1b1N4/4N3/2P5/1P6/PB4PP/5R1K b - - 0 25,middlegame,
3r4/8/p1P5/3P1bk1/1R4p1/1P4P1/P5KP/8 w - - 1 40,middlegame,
1rbq1rk1/p1p3bp/1p2p1p1/n2PPpn1/Q4P2/1PN3NP/6B1/3R1RK1 b - - 1 20,middlegame,
rnbqkbnr/ppp2ppp/8/3P4/4pP2/8/PPPP2PP/RNBQKBNR w KQkq - 0 4,opening,C31
rn1qkb1r/ppp1pppp/8/3p4/3Pn1b1/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 2 5,opening,D00
7k/pp5p/2p5/8/1K2r3/nP6/8/8 w - - 0 46,endgame,
r1bqkb1r/pp1p1ppp/2n1pn2/2p5/4P3/2N3P1/PPPP1PBP/R1BQK1NR w KQkq - 3 5,opening,B23
4Q3/1K6/8/8/8/4Bp2/1P3Pk1/8 b - - 2 61,middlegame,
r1bqkbnr/pp1ppp1p/2n3p1/2p5/8/5NP1/PPPPPPBP/RNBQK2R w KQkq - 0 4,opening,A04
1rr3k1/5ppp/p1p1p3/2Kp4/P4R2/1P1B4/2P3Pn/3R4 b - - 1 23,middlegame,
5k2/r4p1p/P5p1/4N3/4P3/5P2/4B1PP/6K1 w - - 1 37,middlegame,
r1bqkbnr/1p1p1ppp/p1n5/4p3/4P3/1N6/PPP2PPP/RNBQKB1R w KQkq - 2 6,opening,B28
r7/8/1r3pk1/2R5/1PR5/K6P/P4P2/8 w - - 1 49,middlegame,
r1bqkb1r/pppnpppp/3p1n2/8/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 3 4,opening,B07
3r2k1/5ppp/1p1rp3/2p1N3/2P1n3/pq2P1P1/2R4P/2Q1R1K1 w - - 2 28,middlegame,
rnbqkbnr/ppp2ppp/8/3pp3/8/1P4P1/P1PPPP1P/RNBQKBNR w KQkq - 0 3,opening,A01
1rb2rk1/2q3bp/p3p1p1/1p6/B1p5/4PP2/P1Q4P/1R1R2K1 w - - 0 23,middlegame,
8/5pkp/3p1pp1/8/3PR3/7P/2r3n1/5RK1 b - - 1 40,middlegame,
rnbqkb1r/1p1p1ppp/p3pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 2 6,opening,B42
r4r2/1b3pk1/p3p1p1/3pPnNp/P2q1P2/2R5/4B3/1RQ3K1 w - - 0 26,middlegame,
1r1q2k1/4rppp/3b1p2/8/3Q4/1bP1PN1P/PP2BPP1/R3K2R b KQ - 2 17,middlegame,
r1bqkbnr/pp1p1ppp/2n5/2p1p3/2P5/2NP4/PP2PPPP/R1BQKBNR w KQkq - 0 4,opening,A35
rn1qkb1r/pp2pppp/2p2n2/3p4/3P2b1/1P2PN2/P1P2PPP/RNBQKB1R w KQkq - 1 5,opening,D04
r4rk1/p1p3pp/2p5/3p3B/2P1nb2/1P2P2b/PB4q1/2RQ1R1K w - - 2 20,middlegame,
8/pp3k2/3p4/2p3p1/4P3/4q3/P4p2/3K1R2 w - - 0 36,middlegame,
2r1k3/6p1/p3Pp2/1n5b/7P/7K/3Q4/8 b - - 1 37,middlegame,
8/2pk4/4p2p/N5p1/1p1P4/6b1/1P5r/3R1K2 b - - 1 38,middlegame,
2r1nr1k/6Qp/2b2p2/p7/P6R/1B6/1PP2PPP/3R2K1 b - - 0 27,middlegame,
7r/2b2k2/p4pp1/1pp1p3/3p1Pr1/8/PPP1RKN1/4R3 w - - 0 32,middlegame,
rnbqkb1r/4pppp/p2p1n2/1PpP4/8/2N5/PP2PPPP/R1BQKBNR w KQkq - 2 6,opening,A43
rnbqkbnr/pp3ppp/4p3/3p4/8/4P3/PPP2PPP/RNBQKBNR w KQkq - 0 5,opening,A43
2kr3r/pp4p1/1qp3Q1/2n1P2n/3pNP2/3P2P1/PP4BP/R1B2RK1 w - - 1 21,middlegame,
8/6kp/p1q5/8/2p5/PpK3P1/8/8 w - - 0 43,middlegame,
6k1/p1p4p/1pP3r1/2pb4/8/6K1/PP6/6R1 w - - 2 35,middlegame,
8/5pk1/4p3/7p/p3q3/8/7K/8 b - - 0 63,endgame,
r1bqkbnr/ppnppppp/2p5/8/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 4 4,opening,B10
5rk1/pp4pp/4P3/3P3R/2PN2n1/1P6/PB6/4Q2K w - - 1 28,middlegame,
r1bqkbnr/ppp3pp/2p5/4p3/4p3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 6,opening,C63
r2n1rk1/pp2bpp1/1q1p3p/4p3/4P3/1b1BP3/P3Q1PP/2R1NR1K w - - 0 20,middlegame,
r1b2rk1/p4ppp/1p2p3/2q5/4nP2/2N3P1/P2Q3P/R4R1K w - - 0 20,middlegame,
r4rk1/2q2p2/p3p2p/6pQ/2p5/2p3bP/PPB1R1P1/1K5R w - - 0 24,middlegame,
6k1/8/7p/3n4/4R3/6K1/8/8 b - - 0 53,endgame,
r1b4B/p1p1nk1p/2p3p1/8/8/1P2P3/P1P2PPP/RN2K2R b KQ - 0 14,middlegame,
r5k1/2nq1rbp/3n2p1/1pp1p3/6p1/PQ3PBP/4N1K1/3RRN2 w - - 0 31,middlegame,
rnbqkbnr/ppp2ppp/3pp3/8/4P3/3P4/PPP2PPP/RNBQKBNR w KQkq - 0 3,opening,B07
r1bqr1k1/pp1n1pp1/2p1p2p/2P5/3b4/2NB2P1/PPQ3KP/4RR2 b - - 1 21,middlegame,
2k2r2/pbpp4/1p2p2p/8/PR2P1r1/2PB1p2/2PK1R2/8 w - - 2 28,middlegame,
1n1q1r1k/4n1pp/2pbQ3/5p2/8/2NB4/PPP2PPP/R1B1K2R b KQ - 0 15,middlegame,
2r1r1k1/p1p3bp/4q3/5P2/8/2P4P/PP1B1PB1/2KR3R b - - 0 24,middlegame,
r1bqkbnr/pp1p1ppp/4p3/1Bp5/3nPP2/5N2/PPPP2PP/RNBQK2R w KQkq - 4 5,opening,B21
6k1/8/1r3R2/2p2B1p/P7/1PB3P1/5PK1/3r4 b - - 0 44,middlegame,
8/8/8/6k1/5R2/7P/6P1/7K b - - 0 49,endgame,
rn1qk1nr/pp3ppp/2pbb3/8/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 1 6,opening,B01
rnbqk2r/ppp1bppp/4p3/3p2B1/3Pn3/2N1PN2/PPP2PPP/R2QKB1R w KQkq - 3 6,opening,D01
rn3r1k/ppR3pp/5p2/8/2BP4/b1P2N2/P2B1PPP/R2Q2K1 b - - 0 16,middlegame,
8/1p3k2/2p3p1/3p1p2/8/1pq2B2/P1N1r3/1KR3R1 w - - 0 43,middlegame,
r1bqkbnr/pp1p1ppp/2n1p3/2p5/2B1P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 2 6,opening,B25
2k5/1pp2ppp/8/pPP2P2/P5PK/2q2r1P/8/3n4 b - - 0 37,middlegame,
2r2rk1/ppq2p1p/6p1/8/3p1p2/3B1b2/PPP1NP1P/2K3R1 w - - 0 25,middlegame,
rnbqkb1r/ppp2ppp/4pn2/8/4p3/1PN5/PBPP1PPP/R2QKBNR w KQkq - 2 5,opening,C00
rn2kbnr/ppp2ppp/3p4/8/4Ppbq/2NP4/PPPK2PP/R1BQ1BNR w kq - 3 6,opening,C25
5rk1/pp5p/6p1/1p1PP3/4pr2/4Q1K1/P5P1/8 b - - 0 35,middlegame,
5rk1/p4pbp/4p1p1/8/5P2/4B1P1/qpQ5/1R3B1K w - - 1 30,middlegame,
rnbqk1nr/pp1pppbp/6p1/2p5/2PP4/8/PP1QPPPP/RNB1KBNR w KQkq - 2 4,opening,A43
r2q1rk1/1b3n1p/3p1Qp1/8/4PP2/1P3B2/PB4PP/R4RK1 b - - 0 23,middlegame,
rnbqkb1r/ppp1pppp/8/3n4/8/2N5/PP1PPPPP/R1BQKBNR w KQkq - 0 4,opening,D86
4rr1k/p1pq2p1/b4nQN/3p4/8/1PN1P3/P1PP1RPP/R5K1 w - - 1 24,middlegame,
8/8/p7/6pk/2R5/1r3P2/7K/8 b - - 0 52,endgame,
r1b1kbnr/ppq1pppp/2np4/1B6/3QP3/5N2/PPP2PPP/RNB1K2R w KQkq - 3 6,opening,B53
6k1/5ppp/8/2P5/pK6/N6r/8/8 b - - 1 40,endgame,
1r1q1rnk/1B1p3p/3N1p1P/8/P2Q2P1/8/1PK2P2/3RR3 b - - 0 30,middlegame,
8/pp4pk/7p/2p5/5R2/2P1K1q1/6P1/8 w - - 0 38,middlegame,
rnbqk2r/ppp1ppbp/5np1/3p4/3P4/2P2N1P/PP2PPP1/RNBQKB1R w KQkq - 2 5,opening,D00
1b3r2/1pq2pkp/p7/2p5/4N3/2P4r/PP3Q1P/7K w - - 0 25,middlegame,
rnbqk2r/ppp1bppp/4pn2/3p2B1/3P4/2N1P3/PPP2PPP/R2QKBNR w KQkq - 1 5,opening,D01
6k1/2b3p1/4p2p/1N6/3r4/8/PPP2PPP/4R1K1 b - - 0 26,middlegame,
1k6/pp5p/8/5N2/5K2/8/r5Pn/8 w - - 0 35,middlegame,
2r5/7R/2b3p1/1p4k1/4p1N1/1B3P1P/PP4PK/8 w - - 0 35,middlegame,
rnbqkb1r/pp1ppppp/5n2/2p5/3P4/4P3/PPP2PPP/RNBQKBNR w KQkq - 0 3,opening,A45
8/5k2/PR4pp/8/4KP2/1P5P/r4P2/8 w - - 1 43,middlegame,
rnbqkbnr/pp1pppp1/8/7p/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,opening,B27
rnbqk2r/pp3ppp/2p1pn2/3p4/1bPP4/2N1PN2/PP3PPP/R1BQKB1R w KQkq - 2 6,opening,D45
rnbqk1nr/pppp1pbp/6p1/4p3/2P5/2N3P1/PP1PPP1P/R1BQKBNR w KQkq - 1 4,opening,A21
8/pp3R2/2pp4/4b2k/P1P1K3/1r6/8/8 b - - 1 41,middlegame,
8/1p4k1/3p2p1/p1p4p/P3K2P/6P1/1P6/8 b - - 0 52,endgame,
rnbqkbnr/pp3ppp/2p5/3Pp3/2p5/4P3/PP3PPP/RNBQKBNR w KQkq - 0 5,opening,D20
rn1qkbnr/pp2pppp/2p5/3p1b2/8/5NP1/PPPPPPBP/RNBQK2R w KQkq - 2 4,opening,A07
6R1/1p2r3/pk1p2pR/2p3P1/8/2P2P1K/6r1/4n3 b - - 1 44,middlegame,
4kn1r/1p4pp/p2bp1P1/2Np1p1P/3P4/4rP2/1KP5/3R3R w k - 0 27,middlegame,
rnbqk1nr/pppp1pbp/8/8/3PPpp1/2P2N2/PP4PP/RNBQKB1R w KQkq - 0 6,opening,C37
r4rk1/bpp2pp1/3p3p/p2Pp1qn/2P1Pn2/1PNBBb2/P4K1N/R2QR3 b - - 1 22,middlegame,
5rk1/5pb1/8/1Q2pR1p/4P1p1/5PP1/PP3B2/5RK1 b - - 0 33,middlegame,
r1bqkbnr/ppp2ppp/2n5/3p4/3P1B2/8/PPP2PPP/RN1QKBNR w KQkq - 2 5,opening,C01
2r5/8/2p5/5p2/R1Pkp3/6P1/P3PP1P/6K1 b - - 2 32,middlegame,
3r4/p5pp/4Q3/2k1B3/4B3/3q4/P4PPP/R5K1 w - - 1 29,middlegame,
r1bqk1nr/pppp2pp/2n5/1Bb1pp2/4P3/2P2N2/PP1P1PPP/RNBQK2R w KQkq - 0 5,opening,C64
8/8/8/1R2pkp1/6r1/1P2P1P1/P4P2/4K3 w - - 1 33,middlegame,
r5kR/5rp1/pn6/1pBp2q1/2pP2P1/5n2/PP3K2/7R b - - 1 44,middlegame,
4r1nr/pp3R1p/1kn5/8/3PN3/2P2B2/PP4PP/R5K1 b - - 0 23,middlegame,
8/5kp1/p7/1p2Bp2/4pn2/1P3r2/P3KR2/8 w - - 0 52,middlegame,
8/8/2p1kp2/1r2n1p1/6P1/6K1/2R5/8 w - - 0 49,middlegame,
1r3r1k/1B4pp/pP3b2/N1P5/P7/R1PnB2P/6P1/6K1 w - - 1 34,middlegame,
rnbqkbnr/p1pp1ppp/1p6/4p3/8/2NP4/PPP1PPPP/R1BQKBNR w KQkq - 0 3,opening,A00
2k5/8/1r4p1/8/R2N4/2p4P/P1Pb1PP1/6K1 b - - 0 36,middlegame,
r6Q/3kbp2/pq1pp2p/3N4/4P2P/8/PPP2PP1/2KRR3 b - - 0 23,middlegame,
rnbqk2r/pp2ppbp/2p2np1/3p4/2PP4/2N3P1/PP2PPBP/R1BQK1NR w KQkq - 2 6,opening,D10
r1bqkbnr/pp3ppp/2n5/3pp3/3P4/2PB4/PP3PPP/RNBQK1NR w KQkq - 0 6,opening,A43
8/8/6K1/5R2/1r4p1/6kP/6P1/8 b - - 0 71,endgame,
8/p7/8/6k1/7p/r3p2p/P3R1K1/8 w - - 0 47,middlegame,
r1b2rk1/ppn2ppp/2n5/8/3P4/3B1N2/1qP1K1PP/3RR3 b - - 1 15,middlegame,
5k2/8/8/p4p2/8/6P1/PPP2P1P/6K1 w - - 0 30,endgame,
r1bqk1nr/ppp1ppbp/2np2p1/8/4P3/3P1N2/PPP1BPPP/RNBQK2R w KQkq - 2 5,opening,B06
8/p3k1p1/5b1p/1p6/2p2B1P/2P1K1P1/q7/8 w - - 0 44,middlegame,
r1b1k2r/pp3ppp/4p3/P7/3pP3/R3b1B1/2q1N1PP/4KB1R w Kkq - 0 20,middlegame,
3r4/4R3/5N2/p2B4/3rp2P/8/2k2PP1/1R4K1 w - - 1 35,middlegame,
rnbq1rk1/ppppppbp/5np1/8/3P4/1P2P3/PBP2PPP/RN1QKBNR w KQ - 1 5,opening,A01
rnbqk2r/ppp1ppbp/5np1/3p4/3PP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 0 5,opening,B06
rnbqk1nr/pppp1ppp/8/2b5/4Pp2/5N2/PPPP2PP/RNBQKB1R w KQkq - 2 4,opening,C34
rnb1kb1r/ppppqppp/8/4N3/4n3/8/PPPPQPPP/RNB1KB1R w KQkq - 2 5,opening,C42
8/3R4/2P2k2/2PK3p/8/5P1P/6P1/8 w - - 1 56,endgame,
r4rk1/pp2n1pp/1q2p3/3p1b2/P4p2/1P6/3BB1PP/R2Q1R1K w - - 0 20,middlegame,
rnbqr1k1/pppp1ppp/5n2/2b1p3/2B1P3/2NP4/PPP1QPPP/R1B1K1NR w KQ - 3 6,opening,C26
r1bqk2r/pppp1ppp/2n2n2/2b1p3/4P3/5N2/PPPPBPPP/RNBQ1RK1 w kq - 6 5,opening,C44
2k5/pp3pR1/2p1p3/2b2p2/7r/1P6/P1P1K2P/8 w - - 0 25,middlegame,
5rk1/5ppp/1N1bp3/3p4/P1b2P2/3n2P1/4r2P/R2R2K1 w - - 1 28,middlegame,
4brk1/Q7/1p5p/2qP1p2/2P2p2/1P2P3/P5PP/3R1RK1 b - - 0 25,middlegame,
3q1r1k/p5bp/3p4/2PB1p2/2PpP3/1P4PP/5P2/R1B2RK1 b - - 0 21,middlegame,
r1bqk1nr/ppp1bppp/3p4/4n3/2B1P3/5N2/PPP2PPP/RNBQK2R w KQkq - 0 6,opening,C50
r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 6 5,opening,C50
rnbqk2r/ppp2ppp/4pn2/bN1p4/3P1B2/2P5/PP2PPPP/R2QKBNR w KQkq - 1 6,opening,D01
rnbqkbnr/pp4pp/2p1p3/3p1p2/3P4/5NP1/PPP1PPBP/RNBQK2R w KQkq - 0 5,opening,A07
2r3k1/pp3p1p/3pp1pb/8/3pP3/P2P1Q1P/1r2NPP1/6K1 b - - 1 22,middlegame,
6k1/1N4p1/p5p1/5p2/P4P1P/1P1B1KP1/2P5/2r5 b - - 0 38,middlegame,
8/8/8/7P/3k2P1/4R3/r4PK1/8 w - - 0 46,endgame,
8/1r4pk/4bp1p/3p4/8/Kp4R1/6PP/2B5 w - - 0 33,middlegame,
8/3K3p/8/4k3/5q2/8/8/6q1 b - - 1 73,middlegame,
4rqrk/1b5p/p5Nb/3P1n2/5Q2/6P1/PB3P1P/2R1RNK1 b - - 0 27,middlegame,
r1kr4/2p5/p6p/N7/3QP3/8/PP4PP/2R3K1 b - - 0 29,middlegame,
rnbqkbnr/pp2pppp/8/2p5/2pPP3/8/PP3PPP/RNBQKBNR w KQkq - 0 4,opening,D20
6k1/8/3p2p1/1pp4p/3r4/1b3N1P/6P1/5R1K b - - 1 42,middlegame,
8/4k3/1p1p4/1P1bP3/5PP1/6R1/1Q4PK/4q3 b - - 0 41,middlegame,
rnbqkbnr/pp2pppp/3p4/8/4P3/2p2N2/PP3PPP/RNBQKB1R w KQkq - 0 5,opening,B54
8/8/5pp1/4n2p/1kp1P2P/4K1P1/N7/8 b - - 0 46,endgame,
6k1/p4p1p/2P3p1/8/3P1P2/P3n1K1/7P/8 b - - 0 44,endgame,
6k1/5ppp/p2B4/1b2P2n/5b2/3p1B1P/6K1/3R4 b - - 1 40,middlegame,
8/5N2/5N2/8/1k3N2/1P6/8/3K4 w - - 0 47,endgame,
