fen,phase,eco,material,mobility,white_king_safety,black_king_safety,white_center_control,black_center_control,evaluation_cp
rnbqkbnr/pp3p1p/2p1p1p1/3pN3/3PP3/8/PPP2PPP/RNBQKB1R w KQkq - 0 5,opening,B12,78,43,0,0,3,2,58
1k1r1r2/bP4p1/2RNR3/8/1B3P1p/3b3P/3P1P2/6K1 b - - 0 35,middlegame,,39,29,0,0,2,2,459
rn2kb1r/ppp2ppp/8/8/5N2/2P2qn1/PPK4P/RNB4R b kq - 1 13,middlegame,,57,45,0,0,2,2,-1157
r1bqkb1r/pp2pppp/2np1n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6,opening,B56,76,43,0,0,3,4,49
8/8/7R/6p1/1p3r2/1P3k2/8/1K6 w - - 1 72,endgame,,13,19,0,0,0,2,-527
rn1qkbnr/pp2pppp/2p5/3p4/5P2/4Pb2/PPPPB1PP/RNBQK2R w KQkq - 0 5,opening,A03,75,28,0,0,2,2,3
rn1q1rk1/pp3ppp/8/3QPb2/1P2n3/2N2NP1/1P2PP1P/R1B1KB1R b KQ - 0 10,middlegame,,71,39,0,0,4,2,467
r3r1k1/1p5p/2R3p1/p4p1q/3P1P2/4PP1P/P3Q1B1/1R2B1K1 b - - 0 32,middlegame,,55,30,0,0,3,2,477
r1bqkbnr/pp1n1ppp/2pp4/4p3/2BPP3/5N2/PPP2PPP/RNBQK2R w KQkq - 0 5,opening,C41,78,42,0,0,3,3,62
8/pp3k1p/1bq5/5Qp1/4N3/2P1P1P1/PP4KP/4R3 b - - 0 30,middlegame,,39,5,0,1,4,3,751
r1bqkbnr/p2ppp1p/2p3p1/2p5/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 5,opening,B31,72,26,0,0,3,2,23
8/pp2pkbp/3p2p1/4P3/1q3P2/r1r3P1/3RR1KP/4Q3 b - - 0 34,middlegame,,51,49,0,0,4,3,-467
1k3br1/1pp4p/8/2p5/4Np2/4nr2/PP3R1N/R6K w - - 2 29,middlegame,,39,26,0,0,0,2,381
2k4r/pb2n2p/1ppr1p2/2N5/2P3P1/1PBn3P/P2P1PB1/RN3RK1 b - - 0 18,middlegame,,53,33,0,0,4,3,209
r4rk1/pp3ppp/7b/3p3b/3P3P/1P3q2/PBP2Q2/1K3R2 w - - 0 25,middlegame,,53,24,0,0,2,2,-688
r2q2k1/pp3ppp/2p5/3p4/8/2Q1r2P/PP3PP1/5RK1 w - - 0 23,middlegame,,45,34,0,0,2,3,-360
1k3r2/pBr4b/Pp2p1p1/2np1pP1/3Nn2p/R3PP1q/6QN/2R2K2 b - - 1 33,middlegame,,67,36,0,0,3,2,-327
6k1/pp3p2/6p1/8/8/7p/PP1B4/1Kq5 w - - 0 42,middlegame,,19,2,1,0,0,0,-592
8/5p1p/Rp3k2/8/5P2/2P3KP/P1P5/8 b - - 0 35,endgame,,13,7,0,0,2,1,631
r1b1kbnr/p2ppppp/1qp5/8/4P3/8/PPP2PPP/RNBQKB1R w KQkq - 0 6,opening,B32,70,39,0,0,2,2,48
8/8/6p1/8/1k3P1b/p2KP3/B2N4/8 w - - 0 48,endgame,,13,19,0,0,4,0,504
8/R6p/7k/8/1p6/1Pb4P/P5K1/8 w - - 1 46,endgame,,13,22,0,0,0,2,544
8/p7/1b3k2/5p1R/P7/5KP1/8/8 b - - 0 44,endgame,,12,17,0,0,1,3,321
8/1R3ppk/1p2p2p/8/4R1PP/PN6/P4PK1/8 b - - 0 34,middlegame,,23,10,0,0,2,1,1162
r3kb1r/pp3ppp/1np1pn2/8/4N3/3BBQ1P/PqP3P1/R4R1K w kq - 0 13,middlegame,,67,50,0,0,2,4,162
rn2k1nr/pp4bp/2p2pp1/4p1B1/3qP3/5B2/P2N1RPP/R2Q2K1 w kq - 0 14,middlegame,,67,30,0,0,2,4,-128
rn1qkbnr/pp3ppp/2p1p3/3p1b2/2PP4/1P3N2/P3PPPP/RNBQKB1R w KQkq - 0 5,opening,D02,78,31,0,0,3,2,-30
8/1qp2p1k/3p2pp/2p5/2R1K1P1/2P2P2/8/8 w - - 2 41,middlegame,,23,3,1,0,4,4,-628
6k1/5pb1/6R1/3q4/P2Pr2p/5N1P/5PP1/R5K1 b - - 0 31,middlegame,,37,34,0,0,2,3,-448
3b4/2p1k3/2Pp2n1/pN1P4/4PNP1/5K2/P6P/8 b - - 0 36,middlegame,,21,10,0,0,3,1,587
6k1/1pp2p1p/5p2/3p4/3P4/p1r2P1P/6P1/R4K2 w - - 0 32,middlegame,,21,14,0,0,2,2,-514
r2qkbnr/ppp3pp/2np4/4pb2/2B5/5N2/PPPP1PPP/RNBQ1RK1 w kq - 2 6,opening,C41,76,31,0,0,3,3,142
r2qkbnr/pp1n1ppp/2p1p3/3p4/3P2b1/5NP1/PPP1PPBP/RNBQ1RK1 w kq - 0 6,opening,D02,78,30,0,0,2,3,4
r1bqkbnr/pp2pp1p/2np2p1/1B6/3pP3/5N2/PPP2PPP/RNBQ1RK1 w kq - 0 6,opening,B30,77,38,0,0,3,2,92
3r4/5p2/2R5/5Bk1/pP2PN2/2P3p1/P1K5/8 b - - 0 40,middlegame,,23,19,0,0,3,2,53
B1bQ2nr/p4kq1/8/7p/4Ppp1/1P5P/P1P2PP1/R4RK1 b - - 0 19,middlegame,,53,29,0,0,3,2,327
8/pp2k2p/5pp1/8/7P/4PP2/PP3P2/1K6 w - - 0 32,endgame,,11,10,0,0,2,1,156
8/8/7B/2R5/1p2k1p1/8/1P2KP2/8 w - - 0 44,endgame,,12,28,0,0,2,3,9997
3B1rk1/2p2pp1/2pbp2p/p2p1b2/3P4/P1n1P3/4rPPP/R1Q2K1R b - - 1 18,middlegame,,55,40,0,0,2,3,-546
2kr3r/p1pp1pp1/1pn1p2p/4q3/P7/2QP1P2/4N1PP/R1R2K2 w - - 0 22,middlegame,,57,34,0,0,3,4,-303
3k1b1r/ppqP2pp/5p1n/8/3P4/1BN2Q2/PP1K1PPP/R1r3NR b - - 2 15,middlegame,,65,41,0,0,3,1,-73
8/1r5r/3k4/2p5/p1Pp4/8/2K5/7R w - - 0 53,middlegame,,19,17,0,0,1,3,-572
3r4/1b4kp/pNqp2p1/P1pn4/1p6/4r2P/1PPQ2P1/4R1K1 b - - 1 32,middlegame,,53,48,0,0,2,4,-834
r4rk1/p5b1/1p3n1p/2p2pp1/4p3/R1P1P1qP/1PNQ4/3R1BK1 w - - 0 24,middlegame,,61,3,1,0,2,4,-447
rnbqkb1r/pp2pp1p/2p2np1/3p2B1/2PP4/2N5/PP2PPPP/R2QKBNR w KQkq - 0 5,opening,A11,78,38,0,0,4,2,42
4k1nr/1p3ppp/1p2p3/3pP3/b2P4/P2BBN2/P5rP/n1K4R w k - 0 18,middlegame,,45,29,0,0,3,2,-504
2r1r1k1/p7/1p2p2p/6pq/8/2P1R3/PP6/4RK2 w - - 0 41,middlegame,,37,21,0,0,3,1,-797
r7/4pk2/p1p3pQ/4q3/Nppbn1P1/1P3P2/P7/1R2K3 w - - 2 29,middlegame,,47,31,0,0,1,4,-650
5rk1/2Q2pp1/b1p2r1p/4p3/4P2q/1B6/PPP2PPP/RN2R1K1 w - - 1 20,middlegame,,59,36,0,0,3,3,402
rn1qk1nr/pbp1ppbp/1p1p2p1/8/3PP3/2N1BN2/PPP2PPP/R2QKB1R w KQkq - 0 6,opening,B06,78,40,0,0,4,4,96
4k3/pp3pp1/2p1p3/P1P3P1/3q4/5KP1/1r6/5R2 b - - 0 30,middlegame,,29,44,0,0,1,3,-9994
rnbk1bnr/pp3ppp/2p5/4p3/2P5/2N5/PP2PPPP/R1B1KBNR w KQ - 0 6,opening,A41,58,29,0,0,2,2,-20
r2q1r2/p4k1p/3P4/5b2/3QNP2/6P1/PP5P/R5K1 w - - 1 27,middlegame,,47,40,0,0,3,1,-133
3r3r/p1k3pp/2B1p3/1Q2p3/3P2P1/4b3/q6P/5R1K w - - 2 25,middlegame,,47,42,0,0,3,2,9997
8/p7/Pp2bk1p/1B3p2/1Pp2r2/2K5/8/3R4 b - - 1 54,middlegame,,23,19,0,0,2,4,-416
rnbqkbnr/pp1p1ppp/8/2pp4/4P3/8/PPP2PPP/RNBQKBNR w KQkq - 0 4,opening,A43,77,40,0,0,2,2,71
8/1p6/p4k2/1P3pp1/P1r1p3/4K3/8/3R4 w - - 0 39,middlegame,,17,20,0,0,3,3,-535
8/pp5p/2prpkp1/2b2p2/5P1P/1P3K2/P1B5/3R4 w - - 0 29,middlegame,,27,23,0,0,4,4,-519
2r2rk1/5ppp/p3p3/3p4/5PQ1/8/q5PP/4RR1K w - - 0 24,middlegame,,47,29,0,0,2,2,-415
8/1k6/3p3p/p3p1p1/2B5/2P4P/P1K3P1/8 w - - 0 40,endgame,,12,22,0,0,2,2,451
1rbr1k2/6bR/3p2p1/3p4/P2P4/3B4/1PPQ1PP1/1K1R4 b - - 0 24,middlegame,,47,26,0,0,2,3,729
rnbqkb1r/pppp1ppp/8/4n3/2P1P3/8/PP3PPP/RNBQKBNR w KQkq - 0 5,opening,A52,76,39,0,0,2,0,47
rnb1kb1r/pp1ppp1p/1q3p2/2p5/3P4/2P5/PP2PPPP/RN1QKBNR w KQkq - 1 5,opening,A45,72,26,0,0,2,2,-14
6r1/8/p1k1p2n/Bp1pP3/5P2/2P1Kbp1/8/6R1 b - - 1 36,middlegame,,27,27,0,0,3,2,-656
3b1r1k/6p1/4Q3/3pPp2/3B1P1p/P3PBqP/6P1/2R3K1 w - - 1 33,middlegame,,47,43,0,0,4,1,682
1r3rk1/p1qb1pbp/n5p1/1p2p3/2p1N3/P1n2N2/1P1Q1PPP/RB3RK1 w - - 0 23,middlegame,,71,42,0,0,4,4,-480
r4bnr/5k1p/3ppp2/p1B5/1p3N2/5qP1/1PP3KP/R4R2 w - - 0 22,middlegame,,51,4,1,0,2,3,-504
2r2rk1/1p2p1bp/2npb1p1/p7/5P2/8/PP1Q2PP/4RRK1 w - - 0 22,middlegame,,49,35,0,0,4,3,278
rn1qkbnr/pp3ppp/2p5/3pPb2/3P4/8/PP3PPP/RNBQKBNR w KQkq - 0 6,opening,C00,76,38,0,0,2,2,96
4r1k1/1p4pp/2p1pn2/2q5/2PNp3/pP1bQ2P/Pb3PP1/3K3R w - - 0 30,middlegame,,53,30,0,0,3,4,-870
r4rk1/5ppp/pq1p1b2/1p1P4/8/8/PPB2PpP/3RR1K1 w - - 0 23,middlegame,,47,29,0,0,4,2,-770
rnbqk1nr/pp2ppbp/2p3p1/3p4/4PP2/2N2N2/PPPP2PP/R1BQKB1R w KQkq - 0 5,opening,B06,78,33,0,0,4,4,51
rnbqkbnr/ppp2ppp/4p3/8/2pP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 4,opening,D21,77,31,0,0,2,2,37
2r4r/p7/5Qpk/2P1p3/1PB1Pb2/5P1p/P6P/R5RK b - - 0 28,middlegame,,45,24,0,0,3,2,1201
8/5p2/4r1pK/5p2/1k6/P5P1/5P1P/8 b - - 0 55,endgame,,12,8,0,1,0,2,-445
rn1qkbnr/pppb1ppp/4p3/1B1p4/3P4/4P3/PPP2PPP/RNBQK1NR w KQkq - 2 4,opening,D00,78,37,0,0,2,2,-15
8/R6p/1p4k1/3B1p2/4b3/8/PPP2KPP/8 b - - 1 34,middlegame,,19,13,0,0,1,2,593
4k3/8/2p5/3p1Q2/pP1PpP2/P3P3/7P/7K b - - 0 43,middlegame,,19,3,0,0,4,2,514
r1bqkb1r/pppp1pp1/2n2n2/4p2p/8/1P4P1/PBPPPPBP/RN1QK1NR w KQkq - 0 5,opening,A01,78,31,0,0,4,4,-31
rnb1kb1r/pp1p1pp1/4pn1p/q1p5/2PP3B/5N2/PP2PPPP/RN1QKB1R w KQkq - 2 6,opening,E10,78,5,1,0,3,3,4
r5k1/p5pp/1p2p1q1/6b1/P1Brb3/1R3Pp1/4Q1PP/4R1K1 w - - 0 28,middlegame,,57,37,0,0,2,2,-209
r2q1rk1/pb1N1ppp/5n2/1Bb5/8/2N5/PPPP1PPP/R1BQK2R b KQ - 0 9,middlegame,,70,39,0,0,3,3,173
8/p1r2p1k/1p2pP2/3pP3/1P3bp1/P5qP/8/3R3K w - - 0 38,middlegame,,33,14,0,0,2,3,-9998
8/5q2/p5kp/4r1p1/7P/8/PP4pK/8 w - - 0 45,middlegame,,21,10,0,0,0,2,-747
3k4/1pp2p2/b2p3p/8/2PPrppb/1P6/3BN1P1/R4K2 w - - 1 31,middlegame,,33,26,0,0,3,2,-307
Q1B1n1r1/2p1kp2/2Pp4/4p2p/4Pn1P/P1N2Pr1/1PP5/2KR3R b - - 0 28,middlegame,,53,29,0,0,3,3,776
8/2k3pp/8/5p2/5P1P/1p4P1/1P6/2rK4 w - - 0 34,endgame,,13,3,1,0,1,1,150
8/6k1/p5pp/1p3q2/6bK/1Pp3PP/P7/8 b - - 0 44,middlegame,,21,35,0,0,0,3,-9999
r1bqkbnr/pp2pppp/2n5/3pP3/3Q2P1/8/PPP2P1P/RNB1KBNR w KQkq - 1 6,opening,B12,76,47,0,0,3,4,-120
8/8/2K5/p2p1q2/2k5/8/8/4q3 b - - 1 59,middlegame,,20,48,0,0,1,4,-9997
8/8/3kp1K1/p1p5/2P2p2/1PN1n3/P7/8 w - - 0 51,endgame,,13,17,0,0,2,3,-25
6R1/6kp/p4b2/1p6/8/1BP2pP1/PP3P1P/6K1 b - - 2 40,middlegame,,21,1,0,1,2,2,679
6k1/1Np2bpp/5p2/4pP2/3pP3/2pn3P/6P1/4KN2 w - - 0 32,middlegame,,23,2,1,0,1,3,-624
1r3r1k/Q1p3pp/3bb3/5p2/4P1q1/1PN3P1/1PP2P1P/R1B2RK1 b - - 0 18,middlegame,,61,49,0,0,3,3,10
rnbqk1nr/ppp1p1bp/3p2p1/8/2BPp3/2N2N2/PPP2PPP/R1BQK2R w KQkq - 0 6,opening,B06,77,45,0,0,4,2,149
rnbqkb1r/ppp1p1pp/3p1n2/5p2/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 1 4,opening,A04,78,32,0,0,3,3,60
3R4/p1N2pkp/qp2p1p1/2n5/2P1PP2/8/PP2N1PP/R5K1 w - - 1 20,middlegame,,41,42,0,0,3,2,975
r2r2k1/p6p/1p4p1/8/2PNpPP1/1PN5/PK5P/R4B2 b - - 0 25,middlegame,,35,21,0,0,3,2,339
3r4/p5k1/4N2p/2p2p2/8/2P5/P1R2PPP/3R2K1 b - - 0 30,middlegame,,27,6,0,1,2,3,1185
2k4r/1pp2ppp/4b3/2B2n2/P1r5/8/5PPK/R4R2 w - - 0 20,middlegame,,37,29,0,0,1,3,-661
rnbqkb1r/ppnppppp/2p5/4P3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 5,opening,B03,78,35,0,0,2,1,106
8/1kpK3p/pp6/7r/8/2r5/P1PR4/8 b - - 1 38,middlegame,,21,31,0,0,2,2,-660
8/1p1kp3/3p4/3Pbpp1/2P5/3Kr3/PP5r/3R4 w - - 0 34,middlegame,,27,1,1,0,3,3,-597
2rB1k2/4npp1/2p1p3/3nP2r/P1RP3p/1N3N1P/1P3PP1/2R3K1 b - - 0 31,middlegame,,47,27,0,0,2,2,375
8/7R/5k1p/1r4P1/7K/6P1/8/8 b - - 0 57,endgame,,13,6,0,1,0,2,-1
8/8/1pBk1p2/1P4p1/3KP1P1/1b6/8/8 w - - 0 39,endgame,,12,9,0,0,3,2,-338
8/pp3r1k/2p2q1p/6p1/4p1P1/P4nQP/5BK1/7R w - - 0 38,middlegame,,43,26,0,0,2,3,-501
r1b1k2r/ppq2p2/2p4p/4p3/5P2/2bRQ3/PPP1P1B1/6K1 w kq - 0 20,middlegame,,53,38,0,0,4,3,-544
r1bqk1nr/pp1n1ppp/2pb4/3pp3/8/1P1P1N2/PBPNPPPP/R2QKB1R w KQkq - 2 6,opening,A06,78,30,0,0,3,4,-35
8/8/5k2/5p1N/8/5P2/3r2PP/4RK2 b - - 0 39,middlegame,,17,3,0,1,2,4,483
1k1r4/1p3ppp/4p3/1Bp4P/2P1r1nR/1P4PK/P6q/8 w - - 2 31,middlegame,,41,0,1,0,1,3,-10000
8/pp5p/2p1k1p1/5p2/P6P/1r2r1P1/R5RK/8 b - - 1 38,middlegame,,29,32,0,0,0,3,-562
4kn2/5p2/5Pp1/R5P1/2P5/1P3K2/P7/8 b - - 0 55,middlegame,,15,5,0,0,3,0,641
r1bqkb1r/pp2pp1p/2n2np1/2pp4/3P4/2PBPN2/PP3PPP/RNBQK2R w KQkq - 0 6,opening,D02,78,39,0,0,3,4,-4
r1bqkb1r/ppp1pppp/3p1n2/3Pn3/2PQ4/8/PP2PPPP/RNB1KBNR w KQkq - 0 5,opening,A50,78,38,0,0,3,3,35
rn1qkbnr/pp2pppp/2p5/3p4/2PP4/4P3/PP3PPP/1RBQKBNR w Kkq - 0 5,opening,D02,72,31,0,0,3,2,100
r2q1rk1/p1p4p/1p4p1/3Pp3/1PPbb3/R4P2/P6R/3K3Q w - - 0 26,middlegame,,55,32,0,0,2,3,-475
1k6/ppp5/6pp/4p3/8/2n2BP1/P4r1P/4R2K w - - 0 32,middlegame,,25,25,0,0,3,3,-361
r6k/5Npp/p7/1p6/8/6nq/PPK3R1/8 b - - 1 32,middlegame,,31,1,0,1,1,1,-724
4r1k1/3p1p1p/1p3np1/3n4/8/4P2N/r4PPP/1RK2b1R b - - 1 23,middlegame,,41,45,0,0,1,3,-1224
7Q/4k3/5R2/6K1/8/3P1P2/8/8 w - - 1 56,middlegame,,16,35,0,0,1,0,9998
rn1qkb1r/ppp1pppp/5n2/8/3P2b1/2N2N2/PPP3PP/R1BQKB1R w KQkq - 1 6,opening,D00,75,37,0,0,4,3,0
2k5/p1p2pp1/8/1p2p2p/4P1n1/P1q1NQP1/5r1P/5RK1 w - - 0 25,middlegame,,45,27,0,0,2,2,-100
8/r7/3pB1k1/2pPR1p1/2P3P1/4R3/5PKP/2r5 b - - 0 42,middlegame,,31,29,0,0,3,2,90
8/p5P1/8/3Q2k1/1p6/4K3/8/8 b - - 0 51,endgame,,12,5,0,1,3,0,9998
3r4/p2k3p/2p3p1/2pp1P2/B2np1b1/8/PP3K1Q/R2R4 w - - 1 33,middlegame,,43,40,0,0,2,3,609
r2qkbnr/1ppb1ppp/p1np4/4p3/B3P3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 2 6,opening,C72,78,25,0,0,3,2,62
r4rk1/1p4p1/2pp1p1R/p3p2R/4P1Q1/4q2P/1P4P1/6K1 w - - 0 31,middlegame,,49,3,1,0,3,4,-368
r1b3k1/ppb2ppp/4pn2/1P6/P4P2/q3p1P1/6BP/2RQR2K w - - 0 21,middlegame,,57,39,0,0,4,3,145
rnbqkb1r/pp2ppp1/2p2n1p/6N1/8/5N2/PPPP1PPP/R1BQKB1R w KQkq - 0 6,opening,B10,76,30,0,0,3,3,-100
r1bqkbnr/ppp3pp/2np4/4pp2/8/1P1PP3/PBP2PPP/RN1QKBNR w KQkq - 0 5,opening,A01,78,33,0,0,3,3,13
r1b1kb1r/ppp1pppp/2n2n2/q7/2PP4/5N2/PP3PPP/RNBQKB1R w KQkq - 1 6,opening,B00,76,7,1,0,3,4,97
rn1qkbnr/ppp2ppp/3p4/4pb2/8/1PN5/PBPPPPPP/R2QKBNR w KQkq - 2 4,opening,A01,78,26,0,0,2,3,70
rnbqk1nr/ppp1p1bp/3p2p1/5p2/2PP4/2N1P3/PP3PPP/R1BQKBNR w KQkq - 0 5,opening,A41,78,37,0,0,4,3,53
rnb1kbnr/ppppqppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,opening,C40,78,27,0,0,3,2,112
6k1/1p3pp1/p3p1p1/1q1pB3/4n3/Q3P2P/2r2PPK/R7 w - - 0 29,middlegame,,45,39,0,0,1,2,-350
4rNk1/p5pp/2p3b1/4N3/2Pp1PP1/1P1Pn2P/P4R1K/R7 b - - 0 26,middlegame,,39,28,0,0,3,3,593
4r1k1/5r2/8/p1R2P2/4P1P1/5KP1/5B2/8 b - - 0 45,middlegame,,23,24,0,0,4,2,214
3r4/p1k4p/2p3p1/2pp4/B2npPb1/8/PP3K1Q/R2R4 w - - 0 32,middlegame,,43,34,0,0,2,3,537
1r6/4pk1p/8/2p2p2/3pnN2/Q7/PKP4P/5q2 w - - 2 35,middlegame,,37,2,1,0,1,2,-708
8/p6p/1pp2k2/3p1p2/5p2/2P2KPP/PP6/4n3 w - - 2 37,middlegame,,15,3,1,0,2,3,-519
8/2p5/2p1k1p1/p1B5/2K2PP1/bP6/8/8 b - - 1 42,endgame,,13,9,0,0,3,2,-2
8/6K1/1p3p2/2q5/2P2k2/2b5/8/8 w - - 2 75,middlegame,,15,6,0,0,1,4,-3945
8/1K3k2/5b1p/6p1/8/8/8/5q2 b - - 1 52,middlegame,,14,36,0,0,0,2,-9995
r7/1p5p/2pk4/3n1b1p/1b1PpP1K/1B2P3/4R3/2B5 w - - 0 40,middlegame,,33,20,0,0,3,3,-552
2r2rk1/1pN2p2/1Bp4p/2K4P/p2q1P2/8/P1P5/5b2 w - - 0 45,middlegame,,37,1,1,0,3,3,-637
8/5ppp/5k2/1R1Rp3/2p5/5P1P/PPP3P1/2K5 b - - 1 31,middlegame,,21,11,0,0,4,2,1053
rnbqkb1r/ppppnppp/4p3/8/4P3/5P2/PPPP2PP/RNBQKBNR w KQkq - 1 3,opening,C00,78,26,0,0,2,1,29
8/8/4kp2/P1p4p/1n1p1P1P/1P1P2N1/1P1K1P2/8 b - - 2 46,middlegame,,17,13,0,0,2,3,511
2r2r2/1pp2Pb1/2n3B1/2k3N1/p4pN1/P1P4P/1P3PK1/3RR3 b - - 0 31,middlegame,,45,29,0,0,4,3,729
r4rk1/pp3pb1/1q4p1/5p1p/3p2nP/1BP2RQ1/PP6/R1B3K1 w - - 0 20,middlegame,,61,37,0,0,3,3,-595
2r4r/2Nknp1Q/1P2b3/3p4/3P4/3B4/5PPP/4R1K1 w - - 1 31,middlegame,,43,46,0,0,3,2,919
5r2/ppp3bk/2np3p/8/2N1b3/2P1n1Pq/PP2Q2P/R5K1 w - - 0 28,middlegame,,53,29,0,0,2,3,-637
1k2rn1r/1Bp5/pq5b/1p2P3/7p/2P2P1N/PPQ2BP1/1K1RR3 b - - 0 28,middlegame,,63,35,0,0,4,2,417
rnbqk2r/ppp1bppp/4pn2/3p4/3P4/3BPN2/PPP2PPP/RNBQK2R w KQkq - 2 5,opening,D05,78,37,0,0,3,2,11
8/8/1r2k3/P4pp1/8/6P1/5PK1/8 w - - 0 43,endgame,,10,11,0,0,0,3,448
8/p2p1pkp/1p4p1/6n1/2P5/P7/1P3rB1/3R2K1 w - - 0 32,middlegame,,25,27,0,0,3,1,538
8/4n3/4Pk2/1pQ4R/4PK2/1B4rP/2P5/2q5 w - - 1 41,middlegame,,39,2,1,0,4,2,663
4k1n1/3p4/1p2p3/p4p2/2P5/1P4Pp/5R1P/4q1K1 w - - 0 28,middlegame,,27,1,1,0,1,3,-738
1k2r3/2p4p/1p1p4/6p1/8/1K1R4/PP5P/5q2 b - - 1 35,middlegame,,27,41,0,0,2,2,-9995
8/7p/6p1/p1k5/p3K1PP/8/3p4/8 w - - 0 50,endgame,,7,7,0,0,3,2,-1048
r7/1B4k1/5p2/2P5/pK4p1/P5P1/1P1R3P/8 b - - 0 43,middlegame,,21,18,0,0,3,1,588
rn1qkb1r/ppp1pppp/8/3n4/6b1/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 2 5,opening,B01,76,29,0,0,4,1,35
8/8/8/1K6/2p1q3/2k5/8/7q w - - 0 57,middlegame,,19,5,0,0,0,4,-9997
rnbqk2r/1pp1ppbp/5np1/p1Pp4/1P1P4/4P3/P4PPP/RNBQKBNR w KQkq - 0 6,opening,A45,78,37,0,0,2,2,-51
6r1/ppp2k2/2p5/7P/8/2N1Kp2/PPr3b1/4R3 w - - 0 26,middlegame,,29,24,0,0,3,1,-645
8/1pr2pk1/p1p4p/3p2pP/Pb1K2P1/1N1R1P2/8/8 w - - 0 42,middlegame,,27,13,0,0,4,2,-429
8/p3kp2/1p2p1p1/6n1/5P1Q/7q/P7/5RK1 w - - 0 34,middlegame,,33,22,0,0,1,2,395
rn1qkb1r/p3pppp/1pp2n2/3p4/2PP2b1/1QN2N2/PP2PPPP/R1B1KB1R w KQkq - 0 6,opening,D15,78,36,0,0,4,2,134
rn1qkbnr/pbp2ppp/1p1pp3/8/2PPP3/2N5/PP3PPP/R1BQKBNR w KQkq - 0 5,opening,A41,78,40,0,0,4,3,84
r3r1k1/5p2/p3p1pB/1pq5/8/P5Q1/1P4P1/6K1 w - - 2 29,middlegame,,39,6,1,0,1,3,-688
3R4/ppk3p1/2p1np2/P7/4P3/2P2PP1/P5P1/3R2K1 b - - 0 24,middlegame,,25,13,0,0,3,3,561
r1b1k2r/1ppp1ppp/p4n2/4q1B1/PPB5/2Pp4/5bPP/RN1QR1K1 w kq - 0 13,middlegame,,69,3,1,0,4,3,217
8/3k1p2/4p3/4P3/1b1PP3/7P/2R3P1/6K1 b - - 0 54,middlegame,,15,14,0,0,2,1,619
7k/1b5p/p4r2/2p2n2/PpP5/8/6P1/3R2K1 w - - 0 41,middlegame,,23,19,0,0,2,3,-598
r4r1k/pp3p1p/2npp3/8/2P3p1/1P1KPP2/Pq5P/5B1R w - - 0 21,middlegame,,43,14,0,0,3,3,-1315
r4rk1/pp3pb1/2pp3p/2q1p3/3N3B/P1nb2P1/2PQ2BP/R4R1K w - - 0 21,middlegame,,67,48,0,0,2,4,160
rnbqkb1r/pp1p1ppp/2p2n2/4p3/4P3/2NP4/PPP2PPP/R1BQKBNR w KQkq - 0 4,opening,C20,78,33,0,0,2,3,19
4r1k1/ppp4p/2n3p1/6P1/2q5/PPN1P3/1KQ5/4r3 b - - 1 26,middlegame,,43,54,0,0,3,4,-993
r1bqk2r/pppp1ppp/2n2n2/2bN4/3pP3/5N2/PPP2PPP/R1BQKB1R w KQkq - 2 6,opening,C47,77,43,0,0,3,4,-26
r2q1rk1/6pp/R1n2p2/2Ppp3/1P6/1PpNP1B1/2PnBPPP/3QR1K1 b - - 0 20,middlegame,,67,36,0,0,2,4,374
8/Q7/1P1k4/K7/2P1B3/8/8/8 b - - 2 74,middlegame,,14,3,0,0,1,2,4376
1r6/R5bk/1p4p1/3BP2p/5P2/6P1/PP5P/6K1 b - - 0 30,middlegame,,25,13,0,0,2,1,473
rb3rk1/1p3pp1/p4nb1/3q3p/P6P/NP1p1nP1/1Q1N1P2/R4KR1 w - - 0 25,middlegame,,67,27,0,0,3,4,-989
1r6/2qk1p1p/5Pp1/1NpB4/p3PQ1P/4B3/2P3P1/1R4K1 b - - 0 31,middlegame,,47,28,0,0,4,2,947
6k1/1p1Rb2p/2p3pQ/4p3/p3P3/5rP1/PP3q2/7K b - - 1 28,middlegame,,41,42,0,0,2,2,-9998
rnbqkb1r/3ppppp/p4n2/1ppP4/2P5/4P3/PP3PPP/RNBQKBNR w KQkq - 0 5,opening,A57,78,34,0,0,2,3,57
8/p5pk/4p3/8/3P3p/4P2P/5PP1/5K2 b - - 1 35,endgame,,9,9,0,0,2,1,152
2r1r1k1/p6p/1p1q2p1/3P4/5b2/4Q3/Pp4P1/1K2R2R w - - 0 30,middlegame,,49,39,0,0,3,3,-514
r3kb1r/pp3ppp/2n1b3/1B1pq1N1/6P1/4B1P1/Pp3P2/1R1QK2R b Kkq - 1 14,middlegame,,67,38,0,0,3,4,-260
r1bqk2r/ppppbppp/2n2n2/8/2BpP3/5N2/PPP2PPP/RNBQ1RK1 w kq - 0 6,opening,C55,77,39,0,0,3,4,27
