fen,phase,eco,material,mobility,white_king_safety,black_king_safety,white_center_control,black_center_control,evaluation_cp,best_move
rn3rk1/ppp5/4NBp1/3p1p2/2BPP3/2N4Q/PPP5/R4RK1 b - - 0 18,middlegame,,55,20,0,0,4,1,1189,f8f6
rnbqkbnr/ppp1pp1p/3p2p1/8/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,opening,B07,78,28,0,0,3,1,72,d2d4
6Q1/1k6/8/1P2R3/8/4P3/5K2/8 w - - 1 50,middlegame,,16,39,0,0,3,0,9998,g8d8
r5k1/pp2ppb1/3p2p1/8/PP2BP2/2r1n3/3K1P2/1R4R1 w - - 0 26,middlegame,,39,34,0,0,2,3,-231,f2e3
rnbqkbnr/pp2pppp/2p5/8/3Pp3/2P5/PP3PPP/RNBQKBNR w KQkq - 0 4,opening,B12,77,38,0,0,2,2,-33,g1e2
rnbqk2r/pp2ppbp/2pp1np1/8/3PP3/2N1BP2/PPP3PP/R2QKBNR w KQkq - 0 6,opening,B07,78,39,0,0,4,3,53,d1d2
4r1k1/7p/2b3p1/ppp2nBP/3p2Q1/PP1P3K/2P3r1/8 b - - 1 28,middlegame,,39,42,0,0,2,4,-691,e8e3
8/5k1p/3b1ppP/1p1Pp3/8/5P2/p2q2PK/B7 b - - 1 47,middlegame,,25,33,0,0,3,3,-9995,e5e4
Br3nk1/4qpp1/4bn1p/p2p4/1P1P3B/1QN1P3/P4PPP/1R3RK1 b - - 0 21,middlegame,,63,38,0,0,4,2,526,b8a8
rnbqkbnr/pp2p1pp/2p2p2/8/3PN3/8/PPP2PPP/R1BQKBNR w KQkq - 0 5,opening,B15,76,42,0,0,2,3,203,f1c4
rnbqk1nr/ppp1bppp/8/3p4/3P4/P1N5/1PP2PPP/R1BQKBNR w KQkq - 1 6,opening,C01,76,39,0,0,4,2,57,g1f3
r2qkb1r/ppp1pppp/2n2n2/3p4/5Pb1/1P2PN2/P1PP2PP/RNBQKB1R w KQkq - 1 5,opening,A03,78,30,0,0,2,4,4,f1e2
5knr/p1p4p/1pN1Qp2/6p1/5P2/8/PPP1PP1P/2KN3R w - - 1 18,middlegame,,41,45,0,0,4,1,1153,d1e3
rnbqkbnr/ppp1p1pp/5p2/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3,opening,A04,78,29,0,0,2,3,107,c2c4
r2qkbnr/pb1p1ppp/1pn1p3/2p5/2P1P3/3P1N2/PP2BPPP/RNBQK2R w KQkq - 2 6,opening,B20,78,34,0,0,4,3,-5,b1c3
4r3/p4k1p/3Qb1p1/8/5P2/8/PP4PP/R3R2K w - - 1 28,middlegame,,35,42,0,0,4,1,852,a1c1
5n2/5k2/1p1p4/5p1N/8/4pPP1/8/6K1 w - - 0 49,endgame,,12,9,0,0,1,2,-173,h5f4
8/8/1p1kp3/p2p2p1/P4rp1/1P2K2P/2N5/8 w - - 0 48,middlegame,,17,11,0,0,2,4,-615,h3h4
6k1/1b3pb1/6p1/1p1qPp1p/3P3Q/r1pr1N2/5RPP/5RK1 w - - 0 30,middlegame,,57,28,0,0,3,4,-491,f1e1
2r5/2r4k/p6R/1p2P3/3Pp1Q1/P1P1K1Pp/1P5P/8 b - - 0 50,middlegame,,35,1,0,1,3,0,648,h7h6
3r4/1p3ppk/p1ppn2p/1r3N2/1q2P1QP/5PP1/4R1K1/4R3 w - - 0 35,middlegame,,55,34,0,0,3,4,-295,h4h5
r5k1/pp2R3/2p3r1/4B3/1P1PQ3/P3P2P/4q3/R6K b - - 2 30,middlegame,,49,39,0,0,3,1,531,e2h5
5rk1/6pp/R1p5/1pPn1p2/1r1Pp3/4P3/2QKBP1q/8 w - - 0 28,middlegame,,49,33,0,0,3,4,-663,d2e1
rn1qkbnr/pp3ppp/2p5/3p1b2/3P1B2/2N5/PP2PPPP/R2QKBNR w KQkq - 2 6,opening,D31,76,38,0,0,4,2,17,e2e3
8/p5k1/p7/6Pp/5p2/1P1B1Kn1/3b4/8 w - - 0 45,middlegame,,15,15,0,0,1,1,-503,f3g2
8/ppp3kp/6p1/3PP3/1P6/4K2P/n7/8 b - - 0 32,endgame,,12,17,0,0,2,0,-537,a2b4
5rk1/ppQ2pp1/2p2nqp/8/2B5/PP5b/5PP1/5RK1 w - - 0 24,middlegame,,47,35,0,0,2,2,-647,c7g3
rn1q4/1p1kpQ1p/p5p1/1b1P4/8/2N5/PPP2PPP/R1B1K2R b KQ - 0 11,middlegame,,57,24,0,0,2,0,819,d8e8
8/5pk1/7p/8/5P2/1K5P/8/8 b - - 0 50,endgame,,4,9,0,0,1,0,-471,g7g6
r1bqkb1r/ppp1pp1p/2np1np1/8/4P3/2N2N1P/PPPP1PP1/R1BQKB1R w KQkq - 0 5,opening,B00,78,31,0,0,4,4,89,d2d4
4rr1k/8/p2b4/1P3qpp/3P2b1/P3B1P1/1P1N1P1Q/R3R1K1 b - - 0 28,middlegame,,59,49,0,0,3,3,-53,a6b5
r1b1kb1r/ppp1pppp/2P2n2/8/2p5/5N2/PP2PPPP/RNBqKB1R w KQkq - 0 6,opening,D02,65,1,1,0,2,3,350,e1d1
8/7k/5Q1p/p4p2/Pp3P2/1B5P/1P4PK/8 w - - 1 47,middlegame,,21,33,0,0,3,1,9998,f6f7
1k1r4/pb4r1/1p6/4N3/3p4/1B1P4/PPP3PP/3R2K1 b - - 0 29,middlegame,,33,33,0,0,2,3,-378,g7g2
5rk1/p1p1b1pp/3pP3/2p1q2N/6Q1/8/P1r3PP/5RK1 b - - 1 24,middlegame,,49,51,0,0,2,4,-9997,e5e3
r4r1k/1p4p1/2n5/p2B1b2/2P4q/PP3QR1/1b3pK1/5R2 w - - 0 27,middlegame,,57,33,0,0,2,3,-514,f1h1
rnbqkbnr/ppp2ppp/4p3/8/3pP3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 0 4,opening,C00,78,29,0,0,4,2,-21,c3e2
4q1k1/pp3p1p/2p3p1/6P1/3nr2P/1P6/P1PK4/7R w - - 0 36,middlegame,,33,19,0,0,0,4,-733,h1d1
2k1r2b/1ppq1p2/p2p1np1/5b2/3P4/P1N2P2/1PPQN1n1/2K1R3 w - - 0 23,middlegame,,57,27,0,0,4,3,-722,e1h1
3r3k/6p1/3b3p/7q/PP6/2N2Q1P/2P3P1/4R2K b - - 0 32,middlegame,,41,35,0,0,3,2,95,h5f3
1r5r/k7/1RN1pn1p/P2q1p2/P2P4/2P5/6PP/4QRK1 b - - 0 26,middlegame,,53,2,0,1,3,4,569,a7a8
2k2b2/ppp1ppp1/2n2np1/8/6P1/2P2q1r/PP1P1PK1/RNB1R2r w - - 0 19,middlegame,,57,0,1,0,3,4,-10000,
r1bqk2r/ppp1bppp/2np1n2/1B2p3/4P3/2N2N1P/PPPP1PP1/R1BQK2R w KQkq - 1 6,opening,C48,78,34,0,0,4,4,49,d2d4
5k2/2p2p2/5p2/2pP3p/pp6/P6P/6K1/8 w - - 0 37,endgame,,10,10,0,0,0,2,-539,a3b4
r2qkbnr/pp2pppp/2n5/3p4/3P2b1/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 3 6,opening,B10,76,35,0,0,4,4,-15,c1e3
rnbqkbnr/pppp1ppp/8/8/3P4/4Pp2/PPP3PP/RNBQKBNR w KQkq - 0 4,opening,A40,77,31,0,0,2,0,47,g1f3
r1bqkbnr/ppp1pp1p/2n3p1/3p4/3P4/5NP1/PPP1PP1P/RNBQKB1R w KQkq - 0 4,opening,D02,78,30,0,0,2,4,55,c2c4
r1bqkbnr/p4ppp/1pnpp3/2p5/3PP3/2PB1N2/PP3PPP/RNBQK2R w KQkq - 0 6,opening,B22,78,41,0,0,4,3,134,e1g1
3r3k/r5bp/8/3Q4/5B2/3P3P/5P1K/1R3R2 b - - 0 31,middlegame,,39,31,0,0,3,3,489,d8d5
rnbqkbnr/pp3p1p/2p1p1p1/3p4/2PP4/5NP1/PP2PP1P/RNBQKB1R w KQkq - 0 5,opening,D11,78,33,0,0,3,2,54,f1g2
r1bqkbnr/pppppppp/2n5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 1 2,opening,C46,78,30,0,0,1,2,91,d2d4
6N1/6kp/6p1/8/1r4P1/1B5P/1KP5/5R2 b - - 0 38,middlegame,,21,15,0,0,1,2,574,b4b8
3qr1k1/pp1bppbp/3n2p1/3P2B1/3N2P1/4r2P/BR3P2/3Q2K1 w - - 0 27,middlegame,,61,46,0,0,2,3,-270,g5e3
8/8/1r6/5kp1/8/7P/R4PK1/8 b - - 1 56,endgame,,13,21,0,0,0,2,-3,b6b8
4r3/4Bkp1/6Np/5p2/p2PpP2/Pr5P/1PR1K1P1/7R w - - 1 31,middlegame,,37,37,0,0,1,1,549,g6e5
rnbqkB2/pppppp2/3P4/1P1P2pp/2P5/P1NQ1NP1/5PBP/R4RK1 b q - 0 18,middlegame,,67,16,0,0,4,0,1235,c7c6
4nk2/7p/Rp4p1/5pP1/P1p2P2/2r1K3/8/8 w - - 0 44,middlegame,,21,4,1,0,3,1,-456,e3d4
5Rk1/pp5r/2pbp3/3p2PB/2PPp3/4P1P1/PP5P/2R3K1 b - - 0 28,middlegame,,35,3,0,1,3,3,338,g8f8
r1b2r2/pp4k1/2n3PR/2pB2N1/8/3P4/PPP2P2/2KR4 b - - 0 23,middlegame,,41,30,0,0,1,2,-168,g7h6
r1bqk1nr/pppp1ppp/2n5/4p3/1b1PP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 1 4,opening,C44,78,7,1,0,3,2,144,c2c3
rnbqkb1r/pppppp1p/5np1/8/3P4/6P1/PPP1PP1P/RNBQKBNR w KQkq - 1 3,opening,D78,78,29,0,0,2,2,16,c2c4
8/5K1p/5p2/1p2p1b1/6Pn/1k5P/p7/8 b - - 0 44,endgame,,13,25,0,0,0,2,-1435,b3c4
rnbqkb1r/pp1ppppp/5n2/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,opening,B29,78,28,0,0,3,3,86,e4e5
r1bqkb1r/pppn1ppp/3p1n2/4p3/2PPP3/2N5/PP3PPP/R1BQKBNR w KQkq - 0 5,opening,A53,78,40,0,0,4,4,43,g1f3
rnbqk2r/pp1p1ppp/4pn2/2p5/2PP4/P1b1P3/1P3PPP/R1BQKBNR w KQkq - 0 6,opening,E26,75,4,1,0,3,3,-8,b2c3
1r1q1rk1/2R3pp/8/2Pp3Q/3P4/3bP1P1/1B3P1P/5RK1 b - - 0 23,middlegame,,53,38,0,0,3,2,-443,d8c7
2rrq1k1/p4p1p/1p2p1p1/4P3/P1P4Q/4b1P1/6KP/5R2 b - - 1 32,middlegame,,47,39,0,0,3,2,-1244,e8c6
rnbqkbnr/pp3ppp/8/3pp3/3N4/2N5/PPP1PPPP/R1BQKB1R w KQkq - 0 5,opening,D00,76,33,0,0,3,3,-92,d4f3
r1b1kb1r/ppp3pp/8/3p1p2/4n3/2NB4/PP3qPP/R1BQR2K w kq - 0 13,middlegame,,67,41,0,0,2,2,166,c3d5
rnbqkbnr/2pppppp/pp6/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,opening,A40,78,30,0,0,3,0,100,b1c3
2k1r3/p1p5/q1p1r3/3b3Q/1p2p3/NP2B2P/P1PP1PP1/1K1R3R b - - 0 25,middlegame,,59,29,0,0,3,3,215,a6a3
rn1qk1nr/ppp2ppp/3b4/8/4P3/5b2/PPPP2PP/RNBQKB1R w KQkq - 0 6,opening,A02,72,25,0,0,1,2,200,d1f3
rnbqkbnr/ppp1p1pp/8/5p2/3P4/2N2p2/PPP3PP/R1BQKBNR w KQkq - 0 5,opening,D00,76,36,0,0,4,3,118,g1f3
2r2k1R/1p4r1/p3p1p1/8/4N1PP/5P2/PPP5/2KR4 b - - 2 31,middlegame,,33,3,0,1,3,1,651,g7g8
r1bqkbnr/pppp1ppp/2n5/4p3/2P5/3P4/PP2PPPP/RNBQKBNR w KQkq - 1 3,opening,A20,78,29,0,0,2,2,7,b1c3
4r3/p1k5/1b6/2N3R1/8/2P3P1/PP3P2/2K5 b - - 0 28,middlegame,,22,23,0,0,4,2,468,e8e2
r1bqkb1r/ppppp1pp/2n2n2/5p2/5P2/4PN2/PPPP2PP/RNBQKB1R w KQkq - 1 4,opening,A02,78,29,0,0,2,4,44,d2d4
rnb1kb1r/ppp2ppp/5n2/3q4/3P4/8/PP3PPP/RNBQKBNR w KQkq - 0 6,opening,C00,74,37,0,0,2,4,0,b1c3
8/3kp3/P2pq2r/n6p/3Pn1p1/2PQNR1P/P3B1P1/3R2K1 w - - 0 30,middlegame,,55,38,0,0,4,3,9994,d3b5
2kR4/2q5/5p1p/5P2/3Q4/7P/1P6/1K2R3 b - - 0 43,middlegame,,33,2,0,1,4,1,1350,c7d8
r1bqkb1r/pp2pppp/2np1n2/2p5/4P3/2PB1N2/PP1P1PPP/RNBQK2R w KQkq - 3 5,opening,B50,78,31,0,0,4,4,21,e1g1
r2q1rk1/ppp3pp/1n3Pn1/3P4/5Pb1/2N1QN2/PPP3PP/2KR1B1R b - - 0 12,middlegame,,69,39,0,0,4,2,113,d8f6
1b6/3k4/1P2pP1p/2p5/2N1K1P1/7P/8/8 b - - 0 43,endgame,,13,13,0,0,3,3,454,d7e8
8/4k3/8/5R2/1r3N2/5K2/8/8 b - - 0 69,endgame,,13,16,0,0,3,2,-3,b4b3
3r1rk1/p4pbp/1p1p2p1/4P3/1n6/4QN1P/P5P1/3R2K1 w - - 0 25,middlegame,,43,43,0,0,4,2,282,e5e6
r7/3k2p1/pPp1pp2/P1Bpn3/2P3P1/1r6/6K1/4R3 w - - 0 33,middlegame,,31,28,0,0,4,3,-512,c4d5
1r2r1k1/p1p2p2/4bP2/8/4B2R/P1P5/2P3PP/R6K b - - 2 33,middlegame,,35,28,0,0,3,1,491,c7c5
r1bqk2r/ppp1bppp/2np1n2/1B2p3/4P3/2NP1N2/PPP2PPP/R1BQK2R w KQkq - 2 6,opening,C65,78,37,0,0,4,4,21,d3d4
2N3k1/1p4p1/p3p2p/3pp3/P2n4/5P2/1r3KPP/2R5 w - - 2 28,middlegame,,27,6,1,0,1,3,-425,f2f1
r5k1/pp3pb1/6pp/8/8/1p3R1P/P1P1r2P/3R3K w - - 0 26,middlegame,,33,32,0,0,2,3,-551,f3b3
r1b3nr/pp1ppk1p/6p1/8/8/2N5/q2N1PPP/2R1KB1R b K - 1 15,middlegame,,53,32,0,0,2,1,-634,a2b2
5K2/3k1B2/8/4Q3/pp2P3/6P1/5P2/8 b - - 0 56,middlegame,,17,5,0,0,3,0,3978,b4b3
4R2k/1p5p/1p6/5pP1/8/8/PPP2P1P/6K1 b - - 0 31,middlegame,,15,1,0,1,2,1,656,h8g7
rnbqkbnr/ppp2ppp/3p4/8/4P3/2p2N2/PP3PPP/RNBQKB1R w KQkq - 0 5,opening,C41,76,40,0,0,3,1,14,f1c4
r4k2/4p3/p1p3pQ/4q3/Nppbn1P1/1P3P2/P7/1R2K3 b - - 1 28,middlegame,,47,4,0,1,1,4,-587,f8f7
4qk2/p6Q/7N/P3Np1n/2p5/2P4P/1P2nPPK/8 b - - 0 33,middlegame,,39,25,0,0,1,3,236,e8e5
rnr3k1/1p4pp/p2N4/q5B1/3P4/8/PP3PPP/R2QR1K1 b - - 0 17,middlegame,,57,36,0,0,3,2,756,a5e1
3r4/p4ppk/Bp1bp2p/8/2R1P3/1P6/P1Q3Kq/8 w - - 0 31,middlegame,,43,2,1,0,3,2,-682,g2f1
rnbqk1nr/ppp2pbp/3p2p1/4p3/3PP3/2N1B3/PPP2PPP/R2QKBNR w KQkq - 0 5,opening,B06,78,42,0,0,4,2,148,d4e5
rnbqkb1r/ppp2ppp/3p1n2/4p3/4P3/3P1Q2/PPP2PPP/RNB1KBNR w KQkq - 2 4,opening,C20,78,35,0,0,2,4,-45,f3d1
3r4/5p1k/1pq1B1p1/4PpPp/PP3P1P/4Kn2/R7/1R2BQ2 b - - 0 42,middlegame,,53,45,0,0,4,4,202,c6e4
8/3Q4/4N1pk/4Pp2/8/1q4PP/5R1K/8 b - - 0 54,middlegame,,31,23,0,0,2,2,633,b3e6
r6r/ppkBn1pp/4N3/4P3/1n6/8/PPP3PP/2KR2NR b - - 2 16,middlegame,,45,2,0,1,2,1,632,c7b8
r1bqkbnr/1p2pppp/p1np4/1Bp5/4P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 5,opening,B30,78,34,0,0,4,2,81,b5c6
rn2k1nr/ppp2ppp/8/8/3pq3/1P2B3/P1P2KPP/RN1b1B1R w kq - 0 11,middlegame,,59,27,0,0,1,3,-947,e3d2
r2r2k1/pp3p1p/6p1/5b2/3q3P/1P3Pb1/1P2R1K1/R2Q4 b - - 1 25,middlegame,,53,62,0,0,3,4,-784,d4h4
4r3/3bk3/1q1p2Q1/6P1/1p3P2/4N3/PP5P/3R1R1K b - - 0 36,middlegame,,46,31,0,0,4,2,589,d7c6
8/8/p3k1p1/6p1/1bpK1pP1/7P/P7/8 b - - 1 53,endgame,,11,17,0,0,3,2,-568,c4c3
rnbqk1nr/ppp1ppbp/6p1/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 4,opening,B06,78,39,0,0,4,4,57,e4d5
rnbqk1nr/pp1p1ppp/4p3/8/3PP3/b7/2P2PPP/RN1QKBNR w KQkq - 0 6,opening,B20,72,32,0,0,3,1,-67,b1a3
4r1k1/pb2r3/1pB1N1p1/3QPnNp/3P1p1P/5P2/PP4P1/5RK1 b - - 0 28,middlegame,,51,26,0,0,4,1,679,b7c6
4qN2/4k3/5pQ1/1Pp1pP2/1nPpP2P/3P2B1/6PK/r7 b - - 0 49,middlegame,,43,33,0,0,3,3,-96,e8f8
4Q3/p4QN1/1kp5/8/3bP3/5P1R/4K3/8 b - - 0 45,middlegame,,33,17,0,0,3,2,1818,a7a5
rnbqk2r/ppppnpbp/4p1p1/8/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 2 5,opening,A10,78,35,0,0,4,3,93,h2h4
r4rk1/ppp1nppp/2n5/2P5/4Q3/3B4/q4PPP/1N2R1K1 b - - 1 18,middlegame,,55,44,0,0,4,3,-592,f7f5
rnbqkbnr/pp3ppp/8/2pp4/3P4/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 5,opening,D00,76,31,0,0,2,3,33,c1g5
5rk1/3q1p1p/5Qp1/2nBB3/4P1PP/P7/P7/KR6 b - - 0 39,middlegame,,45,30,0,0,4,2,9998,c5b3
rnbqkb1r/pppp1ppp/4pn2/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,opening,E32,78,30,0,0,3,2,33,g1f3
1qkr4/N3Q3/Pp4pP/2n2p2/2p1p3/4P1PR/2PP1P2/4KB2 b - - 0 32,middlegame,,49,1,0,1,3,4,834,b8a7
6k1/pR6/8/4r3/2P5/3r2PP/PP5K/8 b - - 0 40,middlegame,,21,31,0,0,1,3,-9998,e5e2
rnbqk2r/ppppp1bp/5np1/5p2/8/5NP1/PPPPPPBP/RNBQ1RK1 w kq - 2 5,opening,A04,78,25,0,0,2,2,64,d2d4
6k1/pp5p/2p3pP/3p4/4bR2/2PK2P1/r4P2/8 w - - 2 36,middlegame,,23,3,1,0,2,2,-471,d3d4
6rk/R5p1/1p1p3p/3P3r/q7/PB5P/1PPQ1P2/2K1R3 b - - 0 28,middlegame,,51,32,0,0,4,4,75,a4a7
2r2rk1/R5pp/5q2/p1p5/P1N1p2P/1P2B1P1/2P1QP2/1K1R4 b - - 0 31,middlegame,,55,35,0,0,3,2,756,f8f7
r1bqk2r/ppppnppp/2n5/4p3/1bB1P3/2NP4/PPP2PPP/R1BQK1NR w KQkq - 1 5,opening,C25,78,33,0,0,2,3,17,g1e2
rnbqkb1r/pp3ppp/2p2n2/3p2B1/3P4/2N5/PP2PPPP/R2QKBNR w KQkq - 0 6,opening,D35,76,36,0,0,4,2,33,e2e3
4k3/8/4p2p/3pP3/PR1P1K2/1P6/2r3PP/8 b - - 0 39,middlegame,,19,19,0,0,3,2,371,c2g2
r5k1/1b2br2/p1Q2p1p/2p3p1/8/2BP1N1P/PPP2PP1/R3R1K1 b - - 0 19,middlegame,,53,23,0,0,4,2,359,b7c6
8/5p2/4k3/b3P1p1/5p2/5P1P/4K1P1/8 b - - 1 53,endgame,,10,15,0,0,1,2,-396,e6e5
6k1/8/2R3p1/6P1/2P5/1P1r4/P2p4/3R3K b - - 0 41,middlegame,,21,16,0,0,1,2,578,g8f7
4r1k1/pp3p2/7p/2pP2pP/4qpP1/PP2bQ2/4R1K1/8 w - - 0 39,middlegame,,43,15,0,0,1,4,-488,f3e4
4r2k/p6P/2p5/4q3/4p3/5b2/Pr6/K1Bn2QR w - - 0 34,middlegame,,47,30,0,0,1,4,-1188,g1g8
8/8/4P3/5KP1/5R1P/4kr2/8/8 w - - 0 58,endgame,,13,8,0,0,3,2,3676,f4f3
2r1b1k1/5pbp/2P1p1p1/8/p2P1P2/BRQBPN2/6PP/6K1 b - - 0 29,middlegame,,45,21,0,0,3,3,600,a4b3
rnbqk1nr/ppppppbp/6p1/8/3P4/6P1/PPP1PP1P/RNBQKBNR w KQkq - 1 3,opening,A40,78,29,0,0,2,2,31,e2e4
8/4k3/4P1p1/p1K5/1pBp3p/1P6/P1PP2PP/8 b - - 0 36,middlegame,,15,8,0,0,2,0,608,g6g5
8/5Rkp/3P1p2/p2B4/P3P3/4KP2/6rP/8 b - - 0 36,middlegame,,21,4,0,1,3,1,771,g7h6
1r6/8/p7/3kpp1P/7P/2K2P2/P7/8 b - - 0 34,endgame,,12,21,0,0,2,3,-554,b8h8
rnbqkbnr/pp3ppp/4p3/2pp4/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,opening,B40,78,37,0,0,3,3,91,e4d5
r4rk1/p4ppp/1pp1p3/3p2b1/8/PPP3P1/2q1PPB1/R3R1K1 b - - 0 22,middlegame,,49,42,0,0,3,2,-907,c2b3
2rr4/4k1q1/7b/Bp1pPQ1R/8/P3P3/BP6/1K1R4 b - - 0 33,middlegame,,53,34,0,0,4,3,904,g7f7
r1bqkbnr/pp1p1ppp/2n1p3/2p5/2P1P3/5N2/PP1P1PPP/RNBQKB1R w KQkq - 2 4,opening,B40,78,26,0,0,3,3,39,d2d4
b2r1r2/R1N2kbp/3pq1p1/4p3/4P3/2PP1NP1/1P1Q2BP/5RK1 w - - 1 24,middlegame,,63,46,0,0,4,4,1448,c7e6
3r2k1/2Qb1p2/p2Nqbpp/2P1p3/8/6P1/PP2PPBP/R2R2K1 b - - 0 22,middlegame,,57,33,0,0,3,3,740,d7b5
r1b2k1r/p5p1/2p4p/n4pqB/4P3/3PB1P1/PPP3P1/RN1Q1RK1 b - - 0 18,middlegame,,65,26,0,0,3,2,521,g5e3
r1b2r1k/pp3ppq/2p1p3/8/3P1P2/2P1P3/P2K2P1/6R1 b - - 1 21,middlegame,,39,29,0,0,2,2,-1002,h7h2
8/7k/1R5p/pPpPpP2/P1K5/8/8/8 b - - 0 49,endgame,,13,5,0,0,2,1,613,h7g7
8/p5pR/1p1k4/2p5/2PN4/1P4PP/P4K2/8 b - - 1 42,middlegame,,17,10,0,0,1,3,592,c5d4
3r4/PP2k3/8/8/8/8/1KP5/8 b - - 0 59,endgame,,8,21,0,0,0,2,741,e7d6
b7/p6k/7p/4bp1P/4p3/P2pK3/2r2P2/3RR3 b - - 1 46,middlegame,,29,35,0,0,2,3,-9999,f5f4
1k3br1/7R/2q3r1/1p1pPp2/5P2/2P1BQ2/2P2RPP/7K b - - 0 29,middlegame,,53,36,0,0,4,2,432,c6c4
8/1p6/2P1k3/2P1bp2/2K3p1/4B1P1/5P2/8 w - - 1 53,endgame,,13,14,0,0,2,4,582,c6b7
rnbqk2r/ppp1bppp/4pn2/3p4/2PP1B2/2N5/PP2PPPP/R2QKBNR w KQkq - 2 5,opening,D37,78,39,0,0,4,2,40,g1f3
rnbqk1nr/ppp2ppp/3b4/3p4/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 1 5,opening,C00,76,34,0,0,2,2,19,c2c4
rn1qkb1r/pp2pp1p/2pp1np1/8/2PPP1b1/2N2N2/PP3PPP/R1BQKB1R w KQkq - 1 6,opening,A53,78,37,0,0,4,3,78,c1e3
rnbqk2r/ppp1nppp/3p4/4p3/1bP5/2N3P1/PP1PPPBP/R1BQK1NR w KQkq - 2 5,opening,A21,78,32,0,0,2,3,13,g1f3
7k/ppp2p1n/2p5/4pQ1R/4P3/2Pq2KP/8/8 w - - 0 30,middlegame,,35,6,1,0,4,3,0,g3g2
rnbqkb1r/pp2pp1p/3p1np1/2p5/4P3/2N3P1/PPPP1PBP/R1BQK1NR w KQkq - 0 5,opening,B23,78,30,0,0,2,4,14,g1e2
r2qk2r/2p2ppp/1p1b1n2/p2p4/Pn2p2P/4PN2/1P1P1P2/RNBK1B2 b kq - 1 15,middlegame,,59,39,0,0,2,3,-1238,e4f3
6k1/p2n1qb1/1p2Q3/3BP3/3P4/1PP5/P6P/6K1 b - - 0 30,middlegame,,35,17,0,0,4,1,510,f7e6
1rn2rk1/pp4b1/2nNqp2/2P1p1p1/P1PP4/1N1P1PP1/6BP/1RB1R1K1 b - - 0 24,middlegame,,63,34,0,0,4,3,-367,c8d6
r5k1/p2b1pp1/B1n4p/1Q6/3PP3/q1P2N2/P5PP/1K1R3R b - - 2 23,middlegame,,55,39,0,0,3,2,31,a8b8
4k3/p1p2ppB/Qp2p2p/4n3/P7/2q5/5PPP/2K5 w - - 0 30,middlegame,,35,3,1,0,1,3,-559,c1d1
rnbqk1nr/ppp1p1bp/3p2p1/5p2/2PP4/2N2P2/PP2P1PP/R1BQKBNR w KQkq - 0 5,opening,A41,78,32,0,0,4,3,18,e2e4
4r1k1/p1p3Q1/1p2P2p/8/3P4/P7/1P4PP/4R1K1 b - - 0 33,middlegame,,29,1,0,1,3,0,405,g8g7
8/2p3k1/1p4p1/6N1/p7/P1PP4/5KPP/8 w - - 1 36,endgame,,12,19,0,0,2,0,563,g5e6
2rrk3/p2b2p1/2BR1n1p/4pp2/8/BP2P2N/P1P2PPP/2K4R b - - 0 17,middlegame,,47,21,0,0,3,3,253,d7c6
rnbqkb1r/pp1p1ppp/2p2n2/4p3/2P5/P3P3/1P1P1PPP/RNBQKBNR w KQkq - 0 4,opening,A20,78,28,0,0,2,3,2,d2d4
r1b1k2r/1p3ppp/4p3/pP1p1P2/P2q2P1/3n4/2P1Q2P/2KR3R w kq - 0 21,middlegame,,57,5,1,0,2,3,-492,e2d3
6rk/pp6/5pBp/3N4/4P3/3P3P/PPr2Q2/6RK b - - 0 32,middlegame,,39,26,0,0,3,1,238,c2f2
8/5ppk/rR2p2p/r2p4/8/7P/6P1/R5K1 w - - 0 36,middlegame,,27,27,0,0,0,2,392,b6a6
rnb3nr/p2k2bp/3pp3/1p3p2/3P4/8/PPPN1P1q/R3K3 w Q - 0 17,middlegame,,50,22,0,0,2,4,-1642,c2c3
8/6p1/1p1R2kp/p1p5/8/P3P3/8/1K6 b - - 1 40,endgame,,12,5,0,1,2,1,380,g6f5
8/8/5B2/8/7P/3k1PK1/1R1r4/8 w - - 1 54,middlegame,,15,23,0,0,3,2,831,b2d2
rnbq1rk1/ppppppbp/5np1/8/8/5NP1/PPPPPPBP/RNBQ1RK1 w - - 5 5,opening,A04,78,25,0,0,2,2,16,c2c4
3qk2r/3b1p2/2pQn3/4N1p1/2P3n1/P2P2P1/4P1BP/1R3RK1 b k - 0 24,middlegame,,57,32,0,0,4,3,589,g4e5
1r6/1r4k1/5p1p/p4Q2/4p3/PN6/1PP2PPP/2KR4 b - - 0 31,middlegame,,37,23,0,0,4,1,687,b7f7
